,date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
195,2019-07-15,6780,15251,41978,46327,25298,14719,11965,4527,3301,13495,2701,3820,6624,8127,11118,17152,17076,5165,9292,3416,8394,7794,5786,30552,3470,12623,11343,17173,21847,15635,10008,27480,18248,34800,27433,9745,36454,26676,26697,22061,27156,162257,41397,24235,24099,25514,30240,26277,22659,12996,30622,7326,9862,16961,4583,3769,3192,11042,9425,9618,33601,9067,14004,7500,21440,26022,31366,40534,41463,26230,30834,74167,21260,34353,36582,22899,63689,19389,17054,14813,18539,14339,35533,18700,8398,13833,41366,21956,24983,26633,8749,10090,5284,5017,6340,9854,9737,13133,17414,29773,25578,14997,12170,12314,12550,11761,9835,9896
196,2019-07-16,6462,15845,43389,48473,25981,15059,12207,4546,3456,13388,2715,3989,8725,8489,11284,17604,17503,5353,9678,3564,8515,8087,6162,30897,3612,12968,11799,17575,22230,16890,10601,29511,18923,36529,29260,9760,37400,28121,27532,22932,28697,157081,42675,24723,24858,27281,31614,27319,23753,13119,31441,7745,10160,17325,4982,3946,3412,11236,9552,9926,34137,9179,13916,7511,22398,26612,32530,40832,43412,26971,30931,74243,23115,35221,38482,23857,64738,20395,17494,15203,18730,14664,32788,19612,8489,14021,41966,22974,25796,27176,8865,10489,5367,5135,6369,10135,9940,13170,18066,30599,26326,15396,12368,12527,12784,12109,9886,10019
197,2019-07-17,6788,16062,43945,48899,26050,15399,12387,4766,3408,13101,2720,3963,7759,8974,11812,18103,17837,5284,9635,3406,8616,8083,6725,30935,3343,12712,11870,17560,22598,16398,10626,28603,19290,36771,28727,9933,37275,28094,27323,22706,28252,158055,42383,24859,24457,26243,29342,27134,23878,13068,31401,7789,10327,16912,4641,4038,3477,11366,9361,9807,33646,9030,13962,7624,22015,26586,32409,41575,43297,27059,31526,74161,23527,34597,37792,24565,64549,19984,17221,15207,18606,14221,31682,19182,8485,13742,43912,23362,25430,26843,8837,10594,5329,5263,6326,10668,9702,13096,17835,31643,26246,15345,12235,12487,12912,12069,9955,9848
198,2019-07-18,5700,15504,43174,48309,25351,14882,12060,4496,3313,12562,2607,3576,5917,8187,11277,17497,17347,5280,9243,3184,8257,7799,5956,30017,3335,12117,11352,16950,21852,15160,10326,27625,18559,35606,29056,9347,36115,27114,26492,22054,26732,148423,40796,23043,23305,24512,27261,25440,23095,12551,29513,7480,10148,15875,4669,3543,3441,10593,8780,9428,30230,8700,13105,7173,21171,25472,31086,39441,41589,26247,29693,70773,22290,33491,36698,23142,62830,19661,16609,15285,17950,13507,31520,19010,7946,13416,41591,22807,24987,25582,8476,10892,5135,5084,6271,9846,9575,12656,17810,29943,25397,14477,11631,11978,12389,11672,9509,9553
199,2019-07-19,6960,16071,44259,54038,26501,15267,12722,4747,3500,13233,2791,3761,7509,8795,13203,17826,18370,5428,9969,3586,8899,8431,6032,31890,3707,13407,12174,17969,23667,17175,10846,31600,20073,37129,31443,9676,38725,28837,28149,23435,27625,170232,46978,24945,24798,27469,31979,27938,24955,13472,31229,8061,10519,18279,5295,3930,3401,11100,9717,10265,35629,9275,14285,7777,22906,26967,33727,44135,44769,27885,32078,81784,23410,37417,41313,25016,71528,20639,18660,15635,19778,14611,41322,20086,8975,14620,43139,23741,26333,27898,8760,11876,5608,5164,6948,10635,10365,14507,18387,31380,28362,15598,12631,12991,13296,12773,10129,10140
200,2019-07-20,5496,10266,25520,53028,16654,10341,8642,4188,2478,8750,2051,3131,9836,6982,12020,5873,7360,3918,8530,3118,6423,6711,2903,21251,5977,11810,9779,14710,16839,14978,9383,30546,17454,27629,24381,4835,32637,23262,21570,19524,13032,176254,46393,20362,18959,25996,33041,26158,19367,9500,22548,6841,7001,14797,5914,3172,1885,7940,8271,8977,36210,7001,12342,6769,18079,18547,30433,42087,35201,22247,31820,85700,15928,34995,34773,20710,61966,16285,14533,9215,16489,10015,40139,14324,8878,12317,22118,16948,16431,20230,7108,11081,4465,2537,5798,8328,9663,12905,14320,21712,24793,12020,10257,10815,10172,10335,8075,8063
201,2019-07-21,5497,8105,20348,42101,13131,8384,6943,3592,2209,6839,1692,2704,8973,5201,10493,4781,6218,3258,6994,2967,5195,5381,2902,18050,6264,11449,8415,12681,13899,13032,7972,25384,14896,21670,21284,4001,27389,19425,18309,16517,11842,178285,39239,15660,18460,23365,27155,22479,17959,7192,18596,5449,5942,12655,5551,2578,1471,6682,6743,7982,33386,6151,11516,5419,14889,14587,26084,39638,29625,18645,30726,74729,14074,28785,27341,17007,55291,13395,12715,7908,16375,8853,39475,11237,9515,10991,17647,14207,13868,17198,6054,9207,3713,2134,5164,6791,7877,11729,12185,18628,21298,10123,8450,9005,8801,8642,6883,6730
202,2019-07-22,6650,15147,42967,44983,25479,14880,11740,4512,3357,13090,2567,3877,6114,8301,10770,17079,17063,5134,9217,3408,8460,7954,6014,30291,3428,12756,11579,17145,21754,15597,10297,26427,17138,34412,27490,9755,36212,26772,26610,21990,27070,160138,40096,23857,24277,24603,27732,25778,22665,12586,29946,7542,9858,15982,5589,3646,3250,11253,8937,9542,32040,8714,13728,7380,21169,25869,30658,40600,41772,25659,29778,69972,20759,33026,35097,22458,64074,19790,16891,14869,18193,13589,40060,18608,8163,13451,41701,22215,25105,25710,8524,9950,5304,5052,6327,10073,9729,13109,17464,29968,24908,14826,11898,12153,12693,11950,9699,9697
203,2019-07-23,6372,15914,44335,48037,26494,15307,12335,4444,3318,13171,2747,4013,7756,8574,11232,17778,17567,5182,9642,3301,8390,8234,6460,31117,3375,12935,11577,17512,22103,16289,10547,28844,18769,36249,30161,9991,37030,27662,26847,22227,28072,157051,41700,24315,24471,26233,29541,27112,23571,13097,30757,7588,9953,16959,5581,3761,3419,11173,9262,9951,32555,8969,13613,7355,21632,26479,31680,40910,42609,26378,31050,71534,23265,34160,36575,22965,64541,20090,17257,14973,18364,13840,32466,19523,8444,13854,42895,25144,25678,26340,8657,10124,5472,5165,6361,10047,9869,12978,18049,31718,25993,14982,12245,12527,12625,12064,9864,9906
204,2019-07-24,6774,16523,44764,49552,26533,15389,12302,4690,3414,13399,2779,3952,7889,8894,12478,18199,17338,6232,9707,3951,8669,8254,6252,33252,3522,12944,11945,17520,22953,16374,10842,28369,19292,36384,29842,9929,37597,28297,27434,22985,27686,157609,42826,24644,24567,26947,31161,27665,24382,13353,31358,7909,10092,16931,5867,3864,3462,11226,9241,9920,35447,9051,13935,7555,21944,26641,33054,41565,43469,27244,31511,75177,22725,35984,38088,24444,66051,20386,17483,15166,19508,14317,32553,19362,8620,14222,43259,24867,25547,27336,8894,11423,5642,5240,6591,10196,10032,13271,18286,31433,26482,15271,12382,12799,13005,12257,10085,9901
205,2019-07-25,6607,16097,44811,50942,26742,15240,12422,4697,3479,13074,2775,3975,8377,8650,11969,17788,17491,5871,9923,3701,8714,8307,6370,42268,3623,13147,11874,17798,22525,16350,10900,29348,19738,36238,30726,9906,37634,28471,27426,23001,27036,161452,44033,24758,25481,27080,31931,28023,24590,13186,31070,7854,10066,17379,5910,3750,3365,11401,9430,10115,35958,8990,14240,7684,21919,26654,32912,41176,43989,27123,32345,75374,22601,35828,38651,24649,66477,20694,17459,15834,21191,14834,34404,19835,9057,14409,43377,25165,26214,27827,8894,11501,5429,5161,6474,10111,10038,13678,18696,32033,27190,15446,12499,12568,13235,12143,10041,10026
206,2019-07-26,7177,16802,45109,55402,27289,15524,12986,4914,3488,13442,2853,3876,8372,8875,12714,18088,17877,5849,10302,3766,9074,8763,6470,44230,3783,13500,12465,18489,23367,17292,11208,32008,20405,37366,32657,9750,39742,29505,28264,23738,26582,185409,48325,25586,26343,28757,34200,29477,25702,13265,31843,8202,10303,18580,6387,3992,3604,11231,9915,10350,36592,9458,14756,8029,22463,26809,34069,45161,45085,28677,33399,82518,24062,38165,40917,25825,72851,21671,18718,15857,23232,15113,39537,20324,9103,15468,43471,25455,26362,28527,8534,11846,5693,5412,7069,10510,10445,15794,18942,39260,28274,16120,13015,13376,13636,12929,10297,10742
207,2019-07-27,5446,11367,27876,55469,18137,10885,9014,4376,2767,9445,2204,3425,10420,6697,11936,5653,7668,4120,8660,3412,6480,6821,3163,31803,5026,12797,10209,15506,17626,16524,9738,31115,18423,28874,34164,5174,33845,23723,22590,19617,13104,196831,49003,21115,20511,45286,36112,27930,21159,9823,24808,6949,7674,15758,6174,3354,2440,8243,8601,9649,39804,7066,12930,6699,18188,18395,31746,42732,36552,22746,32474,87995,16796,40107,35315,21565,63646,16938,15899,9716,18641,11124,37999,14940,12160,13400,23178,20873,17295,22107,7442,10894,4450,2592,5837,8189,10197,13444,14709,22400,26936,12421,11072,11429,11132,10802,8349,8694
208,2019-07-28,5749,9126,21036,43823,13563,9101,7271,3973,2353,7153,1835,2805,10312,5561,12786,5368,5787,3408,7223,3116,5298,5692,2859,26320,4121,11965,8690,13452,14842,14694,8310,27689,15942,22365,22221,4117,28570,19982,18980,17181,11234,187550,41431,15782,18912,38111,30917,24234,19219,7727,19600,5552,5957,13707,6109,2859,1774,6903,7135,8825,39872,6730,11719,5985,15816,15279,27656,40033,31146,18991,30188,78182,14829,34182,28606,17517,57011,14356,13392,8144,18032,9977,33265,11425,9691,12064,17993,17410,14231,18699,6114,9495,3889,2210,5805,6660,8560,12233,12722,19978,23178,10666,9060,9439,9486,9491,7248,7320
209,2019-07-29,6667,15108,42689,47292,24828,14712,11906,4558,3304,12682,2705,3834,7233,7858,11231,16826,16435,5535,9184,3350,8076,7845,5977,30312,3394,12712,11270,17181,21622,15707,10233,26666,17914,33862,27928,9709,36002,26894,26360,22340,26565,165836,42238,24518,24429,25990,30807,27145,22905,12765,30298,7661,9864,17120,5659,3613,3260,11082,9125,9728,35466,8888,13953,7389,21335,26041,31425,40234,41666,25853,31321,74443,20927,33550,35838,22640,64046,19725,16890,14701,18282,14582,36316,18326,8139,13841,40821,23113,25125,26680,8548,10244,5356,4899,6335,9656,9726,13628,17771,31088,25363,14957,12041,12367,12661,11950,9851,9619
210,2019-07-30,6369,15846,43699,49115,25849,15006,12398,4596,3315,12947,2786,4170,8940,8174,11403,17303,17285,5635,9862,3474,8466,8129,6072,30954,3512,13088,11790,17499,22179,15922,10561,28452,18629,35336,30739,9746,36824,27680,27113,22689,27652,155674,43869,24860,25120,27009,31901,28316,23853,13385,31209,7830,9871,17811,5820,3916,3410,11446,9426,9952,35749,8868,13870,7601,21566,26650,32409,40689,42808,26966,31910,73597,22513,33883,37561,23519,64972,20602,17298,14903,18127,15050,32839,19510,8476,14010,42333,25140,25723,27418,8610,10463,5409,5196,6645,10071,9760,13346,17984,31248,26296,15098,12202,12672,12819,12364,9925,10004
211,2019-07-31,6596,15894,44088,49830,25603,15196,12302,4708,3288,13026,2733,4187,8066,8542,12260,17458,17092,5615,9769,3504,8507,8308,6163,31495,3584,13321,12070,17545,22320,16310,10773,28120,19221,35993,29368,9724,37403,28190,27160,23079,27306,160036,44309,25046,24755,27143,31340,28623,24436,13509,31720,7963,10275,18261,5532,3795,3496,11348,9685,10182,36065,9031,14293,7730,21824,26650,32348,41455,43383,27448,32246,76265,22832,34518,37937,24068,65636,20587,17609,14903,18617,14957,33893,19616,9134,13847,42611,27362,26007,27770,8935,11403,5470,5184,6505,10111,9918,13382,17841,32087,26717,15400,12116,12927,13063,12627,10328,10160
212,2019-08-01,6525,15739,44360,49121,25966,14831,12125,4857,3219,12832,2787,4097,7815,8423,11801,17318,17385,5413,9560,3448,8886,8001,6317,31791,3521,12891,11889,17633,22143,16235,10631,27843,19080,35788,30558,9791,37401,28282,26931,22928,27152,160569,43701,24043,24711,26704,31392,28033,24002,13190,30705,7875,9934,17668,5600,3770,3538,11164,9403,9923,34340,8960,16385,7780,21682,26389,32258,40923,43736,27249,32671,74330,22664,35281,38227,23540,65687,20554,17385,15233,18080,14883,48683,19206,8451,14363,42610,24943,25632,28031,8623,11201,5441,5051,6664,10048,9914,13579,17923,30548,26950,15366,12300,12663,13097,12192,10147,9949
213,2019-08-02,7038,16420,44795,54848,26565,15247,12693,5156,3507,13392,2712,3979,8076,8812,13445,17740,17713,5725,10210,3809,8821,8692,6236,32725,3634,13271,12407,18475,23306,17057,11141,30459,20001,36322,31523,9696,38844,29169,28117,23655,27496,180792,47851,25613,25740,28068,33612,30169,24903,13302,32092,8133,10259,19033,6203,3897,3476,11380,9997,10476,36958,9470,16041,8110,22781,26929,34678,46390,45057,28433,33159,83199,23040,37245,41258,25811,73841,21482,18494,15717,20293,15682,53486,20407,9372,15183,43391,25590,26258,28831,8360,11740,5617,5288,7023,10695,10609,15188,18973,31232,28966,15879,12879,13508,13684,12689,10606,10349
214,2019-08-03,5440,10788,26585,52816,17092,9991,9045,5235,2668,9066,2103,3093,10019,6462,13214,5807,7302,4222,8687,3573,6472,6918,3085,30719,3972,12104,10046,15277,17158,16632,9807,30067,18006,28327,25981,5102,33910,24232,22946,20012,13742,196816,51114,24600,20212,29790,35410,28878,19796,10172,23859,6813,7445,15936,6389,3247,1921,8128,8584,10167,40119,7054,14365,7627,19129,19585,32292,44781,37565,23044,32684,97458,15122,36203,34367,21910,68193,16819,15554,9880,18246,11410,57930,14943,12086,28888,22937,18954,17475,21946,7070,9784,4497,2607,6871,8990,12525,19184,14615,21114,26621,13091,10808,11351,11256,11232,8731,8883
215,2019-08-04,5674,8248,20526,43562,13285,8598,7163,4539,2171,6796,1724,2688,8845,5369,10520,4718,6560,3484,7006,3394,5009,5532,2789,27647,4126,10971,8492,13076,13340,12679,8116,25857,15213,21430,21189,4187,27695,19292,18108,16550,10772,183483,40874,16254,18400,23935,29979,23242,19102,7745,19211,5678,8712,13658,5849,2678,1704,6735,7248,9056,41732,6557,13008,6126,15917,15796,27518,43136,31616,19186,28233,77898,13032,29532,27617,17117,58190,13605,12808,7949,17893,10120,48485,11450,8609,14220,17681,15837,13749,18022,5875,7591,3566,2216,5263,7017,8584,12564,12145,17228,22182,10495,8748,9508,9357,9126,7190,6981
216,2019-08-05,6347,15399,42963,47763,24944,14357,11845,4560,3252,12679,2676,3826,6415,8191,10773,16824,16758,5311,9159,3370,8156,7761,5971,30629,3396,12318,11534,17149,21597,15421,10407,26577,17839,34289,27336,9789,36195,26763,26272,22019,26997,163629,41904,24712,24994,25699,30314,26700,23033,13013,30271,7761,11742,17033,5357,3589,3436,11709,9166,9915,35179,9122,15050,7524,21322,26064,31361,40832,41819,26071,30620,74755,20496,33962,36526,23495,65918,19702,16994,14695,18470,14819,41981,19071,8438,13781,41631,22742,24973,27106,8746,10588,5319,5093,6424,9846,10014,13358,17739,29587,26561,15030,11991,12556,12830,11835,10037,9929
217,2019-08-06,6331,16194,44149,49513,26282,14941,12705,4945,3509,13148,2812,4020,8343,8872,11836,17473,17367,5424,9722,3475,8388,8149,6152,31185,3392,12899,11844,18138,22284,16226,10514,28137,19072,35758,30372,9896,37793,28142,27172,22724,28375,158602,44621,25292,25194,27716,32187,28593,24180,13794,31413,7736,11983,18059,5797,3887,3329,11384,9507,10147,36161,9401,15114,7764,22098,26749,32889,41888,43555,27305,31673,75742,22610,34926,38063,24274,67714,20995,17612,14780,18621,14960,34253,19668,8395,14075,42445,23808,25477,27572,8821,11059,5545,5169,6664,10079,9896,13337,18049,30738,27533,15358,12260,12822,13131,12229,10231,10047
218,2019-08-07,6560,16547,45926,53397,26845,15745,12746,5094,3440,13437,2895,3938,7099,9086,12428,18146,18094,5546,9933,3433,8733,8334,6626,31194,3398,12867,12178,17985,22981,16568,10823,28725,19436,36821,29566,10293,37872,28282,27482,22997,27663,164263,45921,25466,25564,26797,30217,27950,24314,13558,32045,7963,12266,17837,5740,3922,3391,11629,9381,10269,34248,9332,14788,7638,21948,26611,32943,43862,44470,27685,31952,77727,22836,35432,39814,25029,71247,21555,17835,15203,19532,14697,34843,19892,8322,14479,45040,24440,26488,27309,9195,10979,5583,5397,6533,10088,10092,13581,18308,31303,27707,15465,12375,13138,13325,12458,10300,10183
219,2019-08-08,6252,15305,42675,46823,25204,14798,11900,4944,3211,12520,2515,3577,4939,8056,10461,17481,17276,4954,9154,2891,8073,7871,6548,29455,3064,11087,11245,16635,21521,14847,10448,25416,17575,34134,27649,9453,35458,26782,25979,21816,25574,143389,38948,22266,23269,23973,25030,24957,21804,12176,28452,7494,11230,15644,4865,3414,3243,10552,8407,9239,28242,8796,13225,7099,20459,25039,29402,39553,41314,25802,28486,65907,21249,31297,34055,21924,62468,20586,16818,14473,17474,13366,32481,18578,7549,13145,41638,22312,24804,24446,8894,9958,5028,5087,6342,9800,9501,12801,17177,29134,25806,14327,11264,12283,12588,11726,9600,9650
220,2019-08-09,1909,4118,10900,26111,6572,3675,3573,1924,1112,3380,764,1043,901,2465,5373,2331,2893,1683,3425,1021,2549,2468,1135,7585,2145,4706,4106,6684,7045,6656,4724,11748,7228,10379,8099,1959,14910,9968,9102,8992,7238,71657,22263,9757,8165,7467,12443,9070,8261,3921,9816,2845,3222,5584,2096,1349,947,2899,3307,2710,11597,3033,4393,2869,7876,8226,12287,18392,15759,10078,15414,44215,6055,12385,14855,7166,29984,7808,7106,4551,7409,3823,17440,5908,2916,5436,10429,5964,6862,8909,2869,3073,1787,1222,2345,3407,4726,5544,7437,8829,11427,4758,4203,4911,4691,4805,2993,3408
221,2019-08-10,5724,10734,25594,53160,18138,10166,8694,5103,2675,9550,1983,3011,9702,6576,12087,5370,7160,4616,8531,2994,6304,6813,2943,19689,4110,11820,9817,15473,16748,16298,9675,41440,19923,28433,25586,4836,32862,23409,21764,18788,12924,177639,48389,20725,19142,28388,34052,27329,21982,9814,24914,6794,9450,15475,5794,3163,1988,8988,8649,9847,38354,6982,13244,7223,18278,19006,31281,43183,35822,22311,32839,87638,16917,35036,34490,20176,62900,16372,16107,9298,15675,10275,31206,14562,9048,13743,22157,17209,17068,21432,7368,8391,4160,2582,6120,7580,9764,12977,14136,19980,25649,12316,10251,11131,10946,10660,8007,8216
222,2019-08-11,5393,8474,19945,43029,15144,8527,6896,4631,2128,6875,1726,2704,9533,5794,10579,4542,5789,3293,7189,3249,4978,5470,2851,23685,4043,11250,8288,12929,13665,13948,8449,34349,16773,21647,22949,3833,27598,19184,18309,16761,10444,185870,40707,15975,18649,26813,31561,24060,21201,7426,20369,5629,5913,13684,5410,2682,1669,7193,6983,8958,38748,6398,12670,6350,15090,14837,26910,38662,29556,18438,28880,79463,15342,30506,27543,16902,56400,13627,13264,7923,16375,9448,28505,11149,10098,12080,17760,11980,14204,18959,5831,7226,3610,2136,5404,6455,8160,11751,12218,16789,22944,10466,8693,9358,9192,9067,7398,7015
223,2019-08-12,6645,15500,44708,49094,25132,14772,11890,4664,3265,13102,2749,3903,6283,8444,11794,17345,16911,5320,9211,3395,8253,8038,5927,31016,3260,12837,11713,17326,22313,16139,10345,27579,18842,35289,29533,10277,36125,27664,26625,22608,28454,169116,43864,25415,25209,26495,32683,27618,23652,13174,31219,7812,9920,17248,5847,3633,3361,11571,9418,9969,35309,9054,15132,7825,21642,26354,32384,41172,42543,26395,32831,77198,21664,35204,37283,23907,66153,19874,17559,14840,18952,14635,34194,19069,8060,14895,42550,23786,25288,28197,8579,10708,5455,5142,6589,10034,9958,13703,18353,30343,27831,15100,12250,12467,12979,12015,10255,9812
224,2019-08-13,6535,15898,45252,50691,26132,15175,12366,5063,3317,13286,2866,3980,9138,8893,11984,18149,17575,5293,9675,3469,8336,8249,6142,31560,3186,12573,12010,17384,22472,16122,10845,28457,19272,35913,30821,10308,37331,28422,27237,22893,29092,164902,46319,25657,25743,27733,34318,28699,24324,13314,31589,7816,9921,17938,5963,3895,3549,11445,9269,10249,36389,9133,14968,7671,21894,26784,32897,41356,43339,27040,32917,77586,23617,35880,38730,24332,67469,20541,17781,14903,19146,15053,34678,19887,8309,14234,43481,23739,25664,28437,8891,11091,5509,5271,6572,10174,10038,13835,18637,30804,28647,15278,12294,12793,13105,12275,10209,10094
225,2019-08-14,6636,16046,44735,50303,26024,17046,12237,5065,3449,13060,2876,3951,7926,9116,11422,17773,17325,5362,9783,3504,8712,8297,6234,31411,3322,12937,11909,17628,22003,16676,10634,28828,19209,36786,30260,9926,36922,28098,27082,22672,28052,163129,45804,25193,25312,26901,32793,28273,24300,13124,31559,7825,10019,17884,5678,3739,3557,11332,9291,10008,35372,9340,15152,7712,21842,26584,32972,41144,43455,26828,32721,77251,23412,36001,38010,24397,67997,20286,17996,14598,19057,14763,34458,19552,8310,14360,43432,24050,25544,28634,8854,10979,5458,5332,6662,10383,10058,13533,18426,30446,29081,15298,12332,12609,13154,12089,10237,9998
226,2019-08-15,6457,15633,43530,48224,25839,16411,12042,5041,3342,12325,2765,3824,7444,8565,11145,17284,16951,5202,9455,3296,8171,8509,5947,30821,3223,12167,11651,16912,22039,15867,10524,27306,18851,34700,29632,9719,35865,27411,26157,22230,26181,154678,43686,23789,24336,27795,31622,26730,23096,12394,29833,7558,9597,16931,5469,3609,3304,10762,8894,9967,33796,8956,14005,7245,21006,25369,31697,39263,41446,26128,31547,74048,23064,34220,37485,23692,65589,19792,17176,14638,18124,14672,34834,18926,7887,14321,41794,24808,25088,27495,8422,10647,5222,5113,6359,9826,9792,13297,17907,29662,28029,14758,11930,12271,12747,11691,9837,9709
227,2019-08-16,7092,16409,46394,56913,26555,17375,12869,5279,3368,13574,2850,3916,8306,9101,13161,17925,17573,5637,10259,3654,8708,8980,6179,33021,3591,13543,12587,18422,23626,17221,11234,31587,20804,37115,31988,9867,39002,29179,28190,23703,28452,185513,50235,26398,26416,30259,35593,30348,25766,13488,32768,8305,10664,19283,6392,3997,3593,11696,9684,10621,37768,9701,16191,8238,22855,27171,35048,46775,45464,28082,34227,84303,23167,37971,42572,26322,75320,21293,18941,15904,20480,15392,41547,21166,8862,15418,44240,24851,26211,29489,8414,11648,5819,5348,7007,10419,10614,15587,18973,31399,30370,15966,12745,13606,13750,12863,10611,10376
228,2019-08-17,5341,11448,26294,54684,18445,10546,9270,4811,2924,8969,2269,3272,11309,6975,12406,5988,7416,4314,8667,3390,6272,6593,2745,22645,4020,12532,9831,15060,16679,16545,9693,30717,18426,28552,25568,5003,33677,23836,22644,19166,13043,187455,49406,20985,19914,31646,38948,29473,20974,9786,24195,6652,6989,16179,6867,3306,1937,8472,8510,9982,43789,7199,14117,6763,18662,18958,32206,43352,37029,22362,32540,88694,15500,36254,36445,21952,67804,16562,15949,9861,16658,11480,38013,14763,12058,13586,22828,18625,17032,22032,6887,9766,4279,2570,6349,8324,10104,13782,14943,20693,27525,12601,10388,11479,10753,10472,8782,8560
229,2019-08-18,5677,8311,20035,43689,14280,8360,7111,4194,2077,6963,1716,2850,10381,5607,9605,4236,6059,3180,6769,2666,4891,5247,2702,16575,4268,11336,8080,12881,13589,14035,8093,26147,14999,21520,22636,3696,27223,18901,18589,15491,11309,186487,39838,14960,19461,27042,30453,23743,19049,7314,18510,5272,5898,13118,5976,2689,1598,6854,6810,8960,36590,6371,12425,5890,14960,14757,26594,39834,29424,18708,26960,75731,12654,28826,28005,17571,57218,13737,12514,7677,17154,8466,29054,11085,8427,11543,17084,12208,13713,17245,5638,7417,3405,2154,5383,6384,8367,11819,12220,16833,22462,10157,8403,9180,8657,8839,7163,7002
230,2019-08-19,6550,15406,44261,47699,24354,14810,12156,4594,3208,12991,2636,3522,6216,8523,11109,18015,17075,5276,9333,3240,8195,7874,6323,30865,4963,12189,11451,17326,21716,16719,10502,27063,18167,34185,26962,9724,36594,26885,27122,22098,27622,162554,42053,24987,24570,25855,31618,26092,23393,12626,30194,7591,9684,16282,5467,3601,3343,10824,8855,9813,33987,9056,14610,7530,21822,26396,32077,41467,42248,26118,30534,74757,20113,34545,37004,23069,64385,19451,17148,14713,18806,14340,32213,18895,7691,14160,42511,23592,25624,26958,7577,10427,5507,5008,6508,9902,10307,13449,18369,30642,25723,15100,11739,12626,12909,12022,9951,9896
231,2019-08-20,6638,16029,44656,50198,25563,15262,12181,4706,3360,12990,2822,3668,8366,8752,11723,18222,17250,5282,9379,3368,8250,7888,6288,33231,4887,12716,11735,17584,22551,16296,10793,29160,19020,35726,28933,9564,36939,28356,26996,22726,28086,157707,43639,25321,25399,27507,33887,27893,24174,12889,30975,7750,10104,17641,5992,3955,3500,11213,9279,10166,35934,9095,14919,7507,22326,26859,32252,40782,43145,26849,31977,75056,21999,34823,37950,24284,64646,19947,17550,14937,19560,14757,32747,19648,8561,14156,42378,23288,25850,27267,7844,10781,5335,5099,6783,10086,10216,13425,18691,30942,26985,15249,12446,12645,12946,12062,10185,10001
232,2019-08-21,6473,15406,44235,49352,24736,14977,12161,4550,3456,13084,2820,3606,7696,8281,11315,17562,17420,5142,9488,3727,8660,8298,6411,41343,4811,12699,11886,18124,22164,16117,10620,27883,18528,34898,28348,9672,36416,27841,26935,22529,27660,158833,42971,24332,24983,26163,31371,26636,23683,12972,31442,7796,9722,17246,5562,3818,3499,11366,8987,9974,33706,9031,14908,7552,22315,26613,32304,41057,42730,26816,30537,73955,22338,34354,38036,23866,64801,19941,17375,14508,21942,14487,32524,19191,7777,13916,43253,23137,25448,27022,7964,10592,5378,5034,6562,9948,9890,13127,18272,30179,26390,15200,12361,12461,12967,11995,10169,10004
233,2019-08-22,6542,15895,45064,51046,26022,15076,12484,4651,3415,12892,2899,3659,8257,9060,12179,17827,18111,5684,9688,3553,8476,8263,6337,44797,3491,13272,12016,18224,22282,16323,10823,29815,19762,35961,30621,10037,37390,28085,27392,23018,27920,160839,44837,24963,24702,27376,33102,27848,24189,13170,31218,7809,10165,17702,6137,3865,3420,11277,9274,10306,36498,9253,15276,7749,22431,26593,33035,41974,43615,27297,32212,76512,22791,35745,39186,25120,65590,21117,17811,15207,23211,15105,34454,19610,8232,14926,43537,24059,25888,27678,7773,10692,5597,5109,6636,10133,10192,13608,18438,30905,27744,15192,12317,12413,13095,12170,10579,10232
234,2019-08-23,7115,16381,45565,56132,26531,15557,12877,4988,3457,13286,2789,3835,8392,9072,12205,18625,18620,5958,10045,3735,9057,8743,6787,48693,3519,13256,12479,18660,23772,17418,11505,31002,20795,35922,31366,10079,39141,29637,28016,23622,27478,182946,48564,25753,25435,28192,34530,29531,25906,12918,31840,8042,10436,18879,6844,3955,3456,11405,9587,10497,37324,9582,16167,8150,22932,27317,34810,45667,45354,28457,33383,82482,22495,38283,42734,26350,73292,21562,18747,15683,26439,15261,44621,20466,8607,15268,43800,24023,26570,28135,8241,11450,5661,5196,7112,10235,10744,15462,19159,31954,29115,16134,12705,13218,13772,12882,10825,10501
